,paper_id,category,year,keywords,cited_by
10310,10.1587/transfun.E92.A.1690,SpikingNN,2009,relative neural function demonstrate spiking asynchronous networks dependent analog circuit,17
10311,10.1142/9789812702661_0040,SpikingNN,2004,dynamic considered plausible recognition temporal representation biological processing networks multidimensional,1
10312,10.1109/TCSII.2022.3184313,SpikingNN,2022,adversarial attacks images investigated robustness neural networks artificial human anns,3
10313,10.1007/s10586-018-02891-0,SpikingNN,2019,networks network human timing techniques generation significantly represents important time,7
10314,10.1109/TASLP.2022.3221011,SpikingNN,2023,classification understanding networks natural promising language conventional consumption laborious successes,1
10315,10.1109/SBCCI60457.2023.10261661,SpikingNN,2023,timing reliable dependent temporal essential neural implementing presents challenge highlights,0
10316,10.1007/s40042-021-00254-4,SpikingNN,2021,learning spiking conservation tendency characteristics interaction dependent principle junction distribution,1
10317,10.1007/978-3-030-04167-0_50,SpikingNN,2018,network implementation presents spiking digital synchronization parameters depending periodic consisting,0
10318,10.1016/j.neunet.2022.09.003,SpikingNN,2022,neural networks methods forgetting biologically training prevention sequential artificial anns,1
10321,10.3390/electronics11091392,SpikingNN,2022,afferents spatio temporal networks network participating time demonstrate ability resilience,0
10322,10.1162/artl_a_00314,SpikingNN,2020,regulation stimulation networks spiking uncontrollable existing actively continue maintain order,1
10323,10.1016/j.crmeth.2023.100462,SpikingNN,2023,inference predictions activities populations monitoring simultaneously large electrophysiology traditional recording,0
10324,10.2478/v10006-008-0011-1,SpikingNN,2008,process learning networks analysis spiking particular parameters investigate maintaining stability,18
10325,10.1109/IJCNN.2007.4371111,SpikingNN,2007,implementation application hardware implementations networks numerous outperform recognition exploration presents,3
10326,10.1109/ACCESS.2022.3200454,SpikingNN,2022,consumption computing development traditional limiting operation performance stochastic application beneficial,0
10327,10.1016/j.knosys.2014.12.032,SpikingNN,2015,systems development specifically connectionist network representation linguistically adaptive explanation reasoning,2
10328,10.1007/s10825-015-0709-x,SpikingNN,2015,networks represent sequences artificial models computing generation advances natural function,4
10329,10.1109/MSP.2019.2935234,SpikingNN,2019,implementations internal computing elements communications characterized corresponding conventional processing reductions,13
10330,10.1007/s11063-012-9226-0,SpikingNN,2012,spiking interpreted networks information world function increasing threshold certain output,2
10332,10.1109/TCSII.2023.3260704,SpikingNN,2023,networks classification applications baseline implementations inference acquisition structures constrained connected,0
10333,10.3390/electronics8121479,SpikingNN,2019,performance power inherent implementations processing learning frameworks microprocessors requirements platforms,1
10334,10.1142/S0218001419590213,SpikingNN,2019,mechanism information regulation stimulation inter coding network neural increases understanding,1
10335,10.1109/SOCC58585.2023.10257044,SpikingNN,2023,components network integrated developed networks neural popularity evaluating development testing,0
10336,10.1007/s41965-020-00035-1,SpikingNN,2021,distribution reliability assessment proposes system components component connection relationships indices,3
10337,10.1152/jn.00641.2019,SpikingNN,2020,decoding waveforms performance network removing classifications interface stability separating signals,2
10339,10.1109/IITC51362.2021.9537482,SpikingNN,2021,photonic individual simulation spiking present continuous modification heterostructure integrated operation,1
10340,10.1007/978-3-031-25891-6_42,SpikingNN,2023,learning modulated features network computation processing compatibility networks plausible requirements,0
10342,10.3389/fnins.2013.00153,SpikingNN,2013,functions process computational structures cognitive highlighted predefined representation effective implement,8
10344,10.1016/j.neucom.2017.01.088,SpikingNN,2017,recognition efficient biological adaptive neural networks properties functionality application coding,22
10347,10.1016/j.knosys.2022.109568,SpikingNN,2022,spiking variant system specialized proposed computing biological nonlinear mechanisms,6
10348,10.1109/NEWCAS52662.2022.9842167,SpikingNN,2022,spiking modeling current excitation nonlinear nonlinearity amplifiers propose power function,1
10349,10.3389/fnins.2022.945037,SpikingNN,2022,based algorithms multiplicity biological model fundamental considered biologically mechanism efficient,0
10350,10.3389/fnins.2022.759900,SpikingNN,2022,current convolutional developing sophisticated training efficient existing significant inference certain,3
10351,10.4316/AECE.2011.04005,SpikingNN,2011,dynamics implementation elements reproduce optimized structured architecture control major blocks,3
10353,10.1109/WMED58543.2023.10097441,SpikingNN,2023,computation scalability inherent tolerance efficient dependent biologically plausible learning behaviors,0
10354,10.1109/CVPRW53098.2021.00230,SpikingNN,2021,spiking efficiency consumption classification potential attracting interest researchers requirements applications,5
10355,10.1007/978-3-319-70090-8_81,SpikingNN,2017,dynamically existing presented information networks spiking comparison presents efficiency learning,1
10357,10.3389/fams.2022.905807,SpikingNN,2022,characteristics structural distribution dynamics functional interactions activity particular functions spiking,0
10359,10.3389/fncom.2021.697469,SpikingNN,2021,inference methods convolutional proposed classification effective mechanism field functional normalization,0
10360,10.3389/fnins.2022.857513,SpikingNN,2022,biological networks theoretical capability learning plausibility implementing practical converting efficient,2
10362,10.1109/ACCESS.2019.2958895,SpikingNN,2019,recognition system systems spiking design organized adaptively different emitted layers,5
10363,10.1504/IJCSM.2023.131629,SpikingNN,2023,learning based complex constructing structure mechanism efficient presents supervised products,0
10364,10.3389/fnins.2019.01420,SpikingNN,2020,processing encoding perceptual integral cognitive performing neural network effective dynamic,10
10366,10.1007/s11263-014-0788-3,SpikingNN,2015,mapping recognition potential networks solution architectures approach implementation convolutional consumption,183
10367,10.3389/fncom.2015.00071,SpikingNN,2015,,0
10368,10.1109/ACCESS.2021.3094262,SpikingNN,2021,proposed threshold spiking models method attractive enable possible neural computational,0
10369,10.3389/fncom.2013.00084,SpikingNN,2013,spiking correlations dynamics activity larger technologies revealing frequently different independent,2
10370,10.1109/OJCAS.2022.3184302,SpikingNN,2022,requirement sorting temporal development interfaces sensor convolutional characterization implementation presents,1
10371,10.1109/ICIP46576.2022.9897692,SpikingNN,2022,backpropagation classification developing increasing intelligence artificial interest evolution biologically resources,2
10374,10.1007/s12667-023-00607-x,SpikingNN,2023,model modified network prediction locations statistics form generation neural,0
10377,10.3389/fnins.2021.633945,SpikingNN,2021,spiking non operation amplitude typically requiring tractable biologically nature homogeneous,4
10378,10.1109/TCYB.2017.2768554,SpikingNN,2019,bayesian spiking inference variational experimental psychological complex environment furthermore theoretical,6
10380,10.18500/0869-6632-2021-29-3-428-439,SpikingNN,2021,stimulation dynamics networks network stimulating goal controlling sections methods simulation,0
10381,10.1007/978-3-319-18164-6_6,SpikingNN,2015,continuous network given time presented paradigm work necessary approach kind,4
10382,10.1016/j.neucom.2012.01.042,SpikingNN,2013,implementation spiking learning circuits propose components communication asynchronous representation implement,12
10383,10.1109/TCYB.2022.3198259,SpikingNN,2022,spiking based learning network demonstrate performance generation potential networks efficiency,2
10384,10.1149/1945-7111/ac1699,SpikingNN,2021,recognition computational extraction convolutional spiking detection instrument consisting usually insufficient,1
10385,10.1371/journal.pcbi.1004895,SpikingNN,2016,computations networks spiking complicated complex processing neurobiological intrinsic building previous,23
10386,10.1109/TCAD.2022.3197512,SpikingNN,2022,processing convolutional implementations architecture time computation compute networks efficient standard,1
10388,10.1088/1742-6596/341/1/012024,SpikingNN,2012,implementation spiking network large processing scalability networks evaluated proposed binding,2
10389,10.1587/transfun.E93.A.1670,SpikingNN,2010,spiking implementation efficient dependent introduces simultaneously directions implemented generate relating,3
10390,10.1080/0952813X.2021.1957024,SpikingNN,2023,presents concept spiking network justifications analysis implementation generation effective systems,1
10392,10.1126/scirobotics.abk3268,SpikingNN,2021,classical architecture control network theory,5
10394,10.1016/j.neucom.2023.126470,SpikingNN,2023,classification network extraction spiking bci interfaces computer signal processing generation,0
10395,10.1007/978-3-642-54924-3_34,SpikingNN,2014,information transmission processing systems intelligent robust fast significance improving protection,0
10396,10.1007/978-3-030-36802-9_66,SpikingNN,2019,implemented communication communications implements frequency proposes wireless function reinforcement learning,1
10397,10.1109/TCDS.2020.3041610,SpikingNN,2023,spiking potential distribution adaptive transmission biological information intrinsic exponentially integrate,2
10398,10.1007/s10825-021-01719-2,SpikingNN,2021,model driven plasticity voltage synaptic potentiation demonstrated emulated bidirectional significant,3
10400,10.1007/s10278-023-00776-2,SpikingNN,2023,spiking networks globally causes inspection primary inaccurate identification developing malignancies,0
10402,10.1007/978-3-031-19775-8_4,SpikingNN,2022,different inference spiking convolution mechanism decoupling characteristics efficient networks attention,4
10404,10.3109/0954898X.2012.733842,SpikingNN,2012,simulation processing parallel spiking computing supercomputing suitable particulars order exploit,4
10405,10.1016/j.neunet.2018.08.024,SpikingNN,2018,normalization decoding learning classifier performance mechanism relationships dependent events causal,2
10406,10.1137/100782504,SpikingNN,2010,propagation spatiotemporal sequence stability composite potentials processing sequences action stably,0
10407,10.31083/JIN-170046,SpikingNN,2018,alternating presence constructed field network particularly increasing enhancement distribution spiking,1
10408,10.1109/ISIE.2007.4375170,SpikingNN,2007,spiking patterns temporal firing model control organising approaches connection coding,2
10409,10.1016/j.neucom.2020.07.105,SpikingNN,2021,inherently variable accomplish biological systems specialized adapting precision artificial execution,2
10410,10.1016/j.neunet.2019.09.036,SpikingNN,2020,biological presented learning processing networks artificial spiking bioinformatics recognition control,72
10411,10.1098/rsta.2016.0286,SpikingNN,2017,critical computational performance spiking demonstrated increasing dynamics studies phenomenon termed,3
10412,10.1007/s11071-021-06581-2,SpikingNN,2021,activity mechanisms general understood systems involving cellular network levels computational,0
10413,10.1016/j.neucom.2012.01.046,SpikingNN,2013,specific components attention processing spiking networks multiple functionalities simulate information,12
10414,10.1016/j.patter.2022.100522,SpikingNN,2022,network spiking backpropagation traditional performance plausible operation processing information directly,2
10415,10.1007/s00521-017-3336-6,SpikingNN,2019,classification spiking parameters performance learning clustering proposed degeneracy optimization traditional,4
10416,10.1109/ijcnn48605.2020.9207239,SpikingNN,2020,learning recognition derived dependent concept neurobiology increasingly understanding usefulness element,8
10417,10.5220/0010836200003124,SpikingNN,2022,processes dynamic conditions navigation vision dependent biologically training unsupervised plausible,0
10418,10.1007/978-3-319-25393-0_42,SpikingNN,2015,model clustering standard performance presented evolving network utilised original improve,1
10422,10.1109/ACCESS.2020.2984311,SpikingNN,2020,identification control structure conventional proposed training utilization modeling varying absence,4
10423,10.3389/fninf.2015.00019,SpikingNN,2015,simulator simulators simulation parallel networks spiking computational implement impossible important,15
10424,10.1109/TCDS.2016.2636291,SpikingNN,2017,cognitive functional processes generation resonance visualization classification understanding encoding analysis,12
10427,10.1007/s10489-020-01985-w,SpikingNN,2021,mechanism memristive networks complex applications frameworks proposed network biologic dependent,0
10429,10.1243/09544054JEM1054,SpikingNN,2008,spiking patterns temporal firing learning associated organizing approaches connection coding,5
10430,10.3389/fnins.2017.00682,SpikingNN,2017,operations spiking networks continuous conversion computations potentially inference activated convolutional,234
10432,10.1007/s10462-023-10575-4,SpikingNN,2023,neural human activity interfaces data features extracted feature signals,0
10435,10.1109/africon46755.2019.9134053,SpikingNN,2019,spiking learning convergence biological proposed performance systems network neural timing,0
10436,10.1016/j.neunet.2018.04.002,SpikingNN,2018,control networks neural controllers systems dynamic structure artificial learning proposed,5
10437,10.1007/978-3-030-36718-3_15,SpikingNN,2019,conversion networks spiking performance framework computational computation potential discontinuity difficult,2
10438,10.1162/NECO_a_00395,SpikingNN,2013,encoding recognition learning spatiotemporal remarkable spiking progress problems computational existing,38
10439,10.1109/TETCI.2018.2872014,SpikingNN,2021,connections network modalities multimodal unimodal classification cross modality spiking learning,5
10440,10.1109/ICMLA52953.2021.00132,SpikingNN,2021,adversarial attacks models existing testing indicate inherently additional additionally presented,0
10441,10.1016/j.neucom.2023.126773,SpikingNN,2023,backpropagation computational networks multiplication based conventional complexity alternative operations eliminates,0
10442,10.1162/neco.2009.10-08-885,SpikingNN,2010,coding spiking reliable classification computation indicates biologically plausible consisting alternative,6
10443,10.3389/fnins.2020.590164,SpikingNN,2020,network combination applications efficient solution spiking nature processing challenging remains,17
10444,10.1109/IJCNN55064.2022.9892262,SpikingNN,2022,potential solving based temporal efficient learning problems limited classification simple,2
10446,10.1109/IJCNN55064.2022.9891925,SpikingNN,2022,multilayer alternative network learning performance networks operations discrete signals consumption,0
10447,10.1109/IJCNN52387.2021.9533514,SpikingNN,2021,networks vision learning efficient approach biologically training convolutional solution biological,3
10448,10.1103/PhysRevLett.97.188101,SpikingNN,2006,temporal networks computation elements precise timing interactions deterministic complex demonstrate,13
10449,10.1016/j.neunet.2013.02.003,SpikingNN,2013,learning encoding multi interference multiple problems classification simulate mechanism biological,70
10451,10.1587/transinf.2021EDP7237,SpikingNN,2023,performance networks spiking encoding tion simultaneous separate coding biological innovation,0
10453,10.1145/3071178.3071336,SpikingNN,2017,network spiking structure computational networks analysis computation underlie elucidating interest,1
10456,10.1016/j.biosystems.2006.09.023,SpikingNN,2007,simulation driven numerical processing communication neural tasks application schemes enabled,4
10457,10.3389/fnins.2021.695357,SpikingNN,2021,generalizability properties parameters applications dependent neural neuro method processes dimension,2
10458,10.1016/j.neucom.2020.05.031,SpikingNN,2020,recognition proposed convolutional computations encoding coding complexities computation signifi present,8
10459,10.1109/ACCESS.2021.3068159,SpikingNN,2021,information networks input distribution frequency training integrating considerable generation convolutional,1
10460,10.1371/journal.pcbi.1011005,SpikingNN,2023,problem networks effect spiking modeling significant cognitive performance artificial wonder,0
10461,10.1109/TNNLS.2021.3056694,SpikingNN,2022,perturbations architecture perturbation performance stability contributes robustness systems exploratory,0
10462,10.1007/s12530-016-9170-8,SpikingNN,2017,networks exploration visualisation development structure spatial framework complexity performance artificial,3
10463,10.1007/s11063-023-11274-5,SpikingNN,2023,network conversion consumption performance original converted effectively accuracy processing advantages,0
10465,10.1109/ACCESS.2020.3027966,SpikingNN,2020,computation networks computations spiking computing fundamental functions cognitive identifying collective,2
10466,10.1007/978-3-319-23868-5_25,SpikingNN,2015,classification optimization structure performance objective network role neural essential evolving,1
10467,10.1145/3183584.3183621,SpikingNN,2017,identify computation performance detection present incorporates symmetrically similarities mapping spiking,0
10468,10.1016/j.jphysparis.2009.11.002,SpikingNN,2010,present technical aspects coding understood understanding computationally computing biologically modeling,12
10469,10.1109/JSTQE.2020.2975564,SpikingNN,2020,photonic sequence implement consisting vertical incorporated dependent classical computation model,14
10470,10.1109/ACCESS.2020.2985257,SpikingNN,2020,classification coding information model encoding biological temporal models proposed concept,3
10472,10.1109/ICECS202256217.2022.9970788,SpikingNN,2022,spiking circuit power average consumption biological intelligence networks artificial continuous,0
10473,10.1007/s11227-019-02792-y,SpikingNN,2019,information networks communication required solution function processing artificial biological neural,2
10474,10.3389/fncom.2013.00016,SpikingNN,2013,spiking annular architecture surround networks dynamically simulations stable generate connectivity,2
10475,10.1109/CICC.2019.8780116,SpikingNN,2019,asynchronous allow presented synchronous network neural communication scalability pruning specialize,7
10480,10.1016/j.ins.2023.119034,SpikingNN,2023,spatiotemporal temporal information complex demonstrated neuroscientific integrated supports coding models,0
10481,10.1109/TNSRE.2020.3043403,SpikingNN,2021,sorting implementation presents efficient networks computational conventional functions activation complexity,5
10482,10.1371/journal.pcbi.1003258,SpikingNN,2013,dynamical networks neural properties variables assumptions approach population observations time,30
10483,10.1016/j.procs.2018.11.107,SpikingNN,2018,network pattern information classification method spiking dependent repeating ability contribute,1
10484,10.1016/j.neucom.2015.07.086,SpikingNN,2016,spiking parameters performance network classification consists training presents regulating classifier,30
10486,10.3390/app122010430,SpikingNN,2022,making reinforcement model network avoiding micro application decision drones interpretability,0
10488,10.1186/s13640-015-0059-4,SpikingNN,2015,model complexity successfully classification recognition applications networks vision computer neural,29
10491,10.3390/s22186998,SpikingNN,2022,artificial orientation processing manipulation relies accurate dexterous detection optical tactile,1
10492,10.1080/08839514.2020.1765110,SpikingNN,2020,learning environments importance activities monitoring systems present generation proposed action,1
10493,10.1088/2634-4386/accd8f,SpikingNN,2023,systems spiking constraints precision present constraint significant efficient networks considered,1
10494,10.21437/Interspeech.2020-1230,SpikingNN,2020,convolutional networks computational processing information conventional effectiveness detection spiking neural,4
10495,10.1016/j.physa.2017.08.053,SpikingNN,2018,computational networks learning continuously increasing building characteristic connection capability dynamical,14
10497,10.1109/ICASSP43922.2022.9747093,SpikingNN,2022,spiking network networks training features events asynchronous frequency different channels,1
10498,10.1109/TNNLS.2018.2797801,SpikingNN,2018,learning proposed multilayer spiking timing network method classification biological evidence,29
10500,10.3389/fnins.2021.694170,SpikingNN,2021,consumption inference spiking convolutional networks artificial learning neural hinders substantial,1
10501,10.1007/s11571-016-9380-6,SpikingNN,2016,characteristics responses information intervals occurrence external network corresponding generally selective,5
10503,10.1016/j.vlsi.2016.01.002,SpikingNN,2016,indirect processing approach network implemented applications efficient continually implementations biological,8
10505,10.1016/j.procs.2011.08.060,SpikingNN,2011,imitation experiments heuristic sequence control binocular light sensors avoiding seeking,12
10507,10.1016/j.patcog.2023.109639,SpikingNN,2023,spiking neural training framework nature research attention activation efficiency extreme,2
10509,10.3389/fnins.2023.1224752,SpikingNN,2023,structural networks including modulated biological temporal encoding interest continuously connection,0
10511,10.1109/ISCAS.2018.8351295,SpikingNN,2018,spiking temporal activations representing usually treated network computation conversion increases,51
10512,10.3389/fnins.2019.00559,SpikingNN,2019,compared learning precisely computational circuits stimuli sensory neural spatiotemporal spiking,7
10513,10.3389/fncom.2013.00077,SpikingNN,2013,performance spiking addition simulation efficiently model computing systems simulate increased,2
10514,10.1109/ISCAS51556.2021.9401607,SpikingNN,2021,spiking classification dataset accelerator implement network programmable neural implementation multiplier,5
10515,10.1109/ICASSP43922.2022.9746157,SpikingNN,2022,complex functions forming architectures networks incorporating functionally generation considered biological,2
10516,10.1002/adma.202204949,SpikingNN,2023,information artificial encoders intensive significant intelligence applications external essential processing,1
10517,10.1016/j.neunet.2021.09.010,SpikingNN,2021,networks reinforcement models experimental processing biological efficiency temporal traditional learning,1
10518,10.1007/s11432-020-3040-1,SpikingNN,2021,photonic proposed suitable modified networks intervals actual independent desired consists,1
10519,10.1162/neco.2007.19.12.3262,SpikingNN,2007,network dynamics activity applicable stochastic analytically characterize present distribution autocorrelation,6
10520,10.1002/mma.6241,SpikingNN,2020,classification mathematical involving dependent mechanism computing potential advantages implemented consuming,5
10521,10.1007/s00500-014-1364-z,SpikingNN,2015,spiking computational classifier classification presents generation technique identification implementation pathological,0
10523,10.1007/s11432-019-1468-0,SpikingNN,2020,conversion spiking processing convolutional structure relations deterministic distribution statistical setting,5
10524,10.1109/TNNLS.2014.2345844,SpikingNN,2015,simulation methods simulating simulator consisting different traditional networks architectures drawbacks,11
10525,10.1007/s13534-022-00255-7,SpikingNN,2023,sorting implementation system systems conventional efficient techniques presence partially knowledge,0
10526,10.1016/j.neucom.2007.10.020,SpikingNN,2008,different objects orientation overlapped multiple connections networks spiking form structures,11
10527,10.1109/ISVLSI.2004.1339571,SpikingNN,2004,implementing associative integrate including designed simulated scale network calculated large,1
10528,10.1007/s11571-020-09605-6,SpikingNN,2020,activity deterministic spiking dynamic complexity characteristics internal represents electrical perceptual,2
10529,10.1109/CVPRW53098.2021.00147,SpikingNN,2021,reconstruction artificial prediction parameters transients luminance events communicate sensors convolutional,1
10531,10.1016/j.neunet.2010.04.009,SpikingNN,2010,particular integrative recognition processing presents pathways networks neural auditory human,45
10532,10.1016/j.neunet.2018.05.018,SpikingNN,2018,representation function quantization relatively developing traditional challenging extracting network method,8
10535,10.1109/ijcnn48605.2020.9207161,SpikingNN,2020,inception unsupervised learning proposed baseline efficient potential produce attracting approach,3
10536,10.1109/ISCAS51556.2021.9401615,SpikingNN,2021,architecture toolchain introduces distributed neural workflow implementation development instruction,1
10538,10.1371/journal.pcbi.1005583,SpikingNN,2017,connectivity activity structure nonlinearities experimental producing advances collective intrinsic dynamics,9
10539,10.1142/S0129065719500060,SpikingNN,2019,realistic networks represent spiking maintains computation problems human network system,5
10540,10.3389/fninf.2017.00034,SpikingNN,2017,simulations interactions simulation communication spiking implementation functionally modeling approaches dynamics,4
10541,10.1142/S0129065711002742,SpikingNN,2011,activity mechanism dynamics information condensation reverberating spiking periodic structured external,8
10542,10.1109/TED.2022.3207707,SpikingNN,2022,fabricated operating integrating processing linear based principle investigate circuits behavior,1
10543,10.1007/978-3-030-86383-8_20,SpikingNN,2021,classification processing networks different computations accelerators complex development remaining specialized,2
10544,10.1007/s11432-016-0439-4,SpikingNN,2017,networks generation proposed classification understanding spiking neural introduces characteristics processing,8
10547,10.3390/e16042244,SpikingNN,2014,constraints extension distributions numerical experimental spatio estimation parameters proposed networks,1
10548,10.3389/fnins.2020.00088,SpikingNN,2020,computational associations controlling artificial modern intelligence traditional biological potential networks,18
10549,10.3389/fncom.2021.617862,SpikingNN,2021,processing strategies applications classification learning encoding constrained temporally coding efficiently,1
10550,10.3389/fnins.2018.00857,SpikingNN,2018,efficient proposed maintain interconnections solution architecture connections connection destination multi,7
10551,10.1109/TBME.2003.809479,SpikingNN,2003,networks artificial identification neurological transient cortical waveform detection suitable provided,5
10552,10.3389/fnins.2021.690208,SpikingNN,2021,spiking networks systems network dimensional interconnect scalable solution efficient neuromorphic,0
10553,10.1007/s11571-016-9387-z,SpikingNN,2016,computational capability functionally communication transmission electrical primary considered individual spiking,1
10555,10.1016/j.neunet.2015.07.014,SpikingNN,2015,encoding responses classification recognition presents electronic generation gaussian receptive temporal,4
10556,10.1016/j.asoc.2013.05.020,SpikingNN,2014,modifications evolving system learning design functions activation generalize adaptive receptive,1
10557,10.1117/12.555425,SpikingNN,2004,spiking assemblies approach representation presents fusion information synchronization shown phase,1
10558,10.1088/2634-4386/ac8bef,SpikingNN,2022,architectures implementations spiking conventional capabilities processing alternative applications performance limited,1
10559,10.3389/fnins.2023.994517,SpikingNN,2023,learning backpropagation classification performance heterogeneous models neural artificial intelligence comparable,0
10562,10.3390/s23063037,SpikingNN,2023,networks neural generation counterparts hardware subjects interest gaining artificial potential,0
10563,10.1007/s11571-011-9160-2,SpikingNN,2011,activity effect inhibition spiking systems neural clearly resonance intensity inverse,3
10564,10.1002/cpe.7503,SpikingNN,2023,intrusion network proposed defined detection initially datasets data benchmark taken,1
10565,10.1109/TNNLS.2020.3015208,SpikingNN,2021,connections distribution structural distributions activity spiking connectivity greater potential normal,3
10566,10.4018/IJSSCI.2021040105,SpikingNN,2021,spiking parameters model properties artificial networks perform human researched biological,0
10567,10.1109/TCSI.2022.3149006,SpikingNN,2022,activation accelerator relatively transmitting networks highly especially detection information resolution,1
10568,10.1109/LED.2022.3215693,SpikingNN,2022,thermal perception spiking artificial processed network human interaction efficiency energy,1
10569,10.1016/j.ipl.2005.05.022,SpikingNN,2005,functional particular function processing perceptrons applications specific multilayer underlying challenging,3
10570,10.3389/fnins.2017.00350,SpikingNN,2017,spiking classification classifier histograms activity addition network performance methodology dynamic,27
10571,10.1109/TNNLS.2021.3084955,SpikingNN,2022,computational updating contributing processing individual adaptively biologically excitability consumption efficiency,6
10572,10.1109/ISOCC50952.2020.9332910,SpikingNN,2020,sequence implement efficient programmable networks associative prediction action potential conventional,0
10574,10.3389/fnins.2019.00650,SpikingNN,2019,network spiking information specific mainstream building causality different present learning,5
10575,10.1002/cta.638,SpikingNN,2011,learning implementation proposed architecture dynamic molecular spiking ability building dependent,2
10578,10.1109/ACCESS.2023.3278098,SpikingNN,2023,processing data approach efficient element applications essential wide range increases,0
10579,10.1016/j.conb.2014.01.004,SpikingNN,2014,relative relatively experimental populations information representations capabilities dependent discovery findings,27
10580,10.1109/TBCAS.2019.2948920,SpikingNN,2019,classification specific consumption inclusion presents monitoring systems generation networks spiking,6
10581,10.1016/j.neunet.2013.01.011,SpikingNN,2013,realistic previous respect computational spiking networks generation neural called,2
10582,10.3389/fnins.2022.775457,SpikingNN,2022,network architecture convolutional inference data compared proposed acceleration processing present,0
10583,10.1142/S012906572250023X,SpikingNN,2022,classification biological systems certain natural capacity observations spiking biologically,8
10584,10.3390/app12125980,SpikingNN,2022,classification complex existing constraints calculations convolution normalization sequence conversion coding,2
10585,10.1088/1367-2630/17/3/035006,SpikingNN,2015,activity learning sequential constant influence parameters multiplicative experiments dominant spatiotemporal,0
10586,10.26599/TST.2019.9010019,SpikingNN,2020,design evaluation systems biological network potential discrete implementation based programmable,21
10587,10.1109/TNNLS.2021.3111897,SpikingNN,2023,inference computational parameters network potential activation operating asynchronous potentially distributed,23
10588,10.1109/ISBI53787.2023.10230610,SpikingNN,2023,power increased annotated advances availability artificial typically potential consumptions significant,0
10595,10.1109/TETCI.2020.3035164,SpikingNN,2022,approaches spiking server data users user collected efficient increasing implemented,2
10596,10.1145/3320288.3320291,SpikingNN,2020,representation patterns temporal internal complex nature information underlying function investigating,0
10597,10.3389/fncom.2017.00071,SpikingNN,2017,implementation network simulation specialized systems developed networks development conceptual differences,2
10599,10.3389/fnbot.2013.00010,SpikingNN,2013,actions generate temporal activity simulation involves temporally sequence experience simulations,3
10600,10.1142/S0218127410026721,SpikingNN,2010,resulting context present modeling investigations,2
10601,10.1371/journal.pcbi.1011097,SpikingNN,2023,computations computational experimentally connectivity stabilized biologically activity cortical comprise circuits,0
10602,10.1109/LED.2023.3265065,SpikingNN,2023,convolutional implementing increasing importance network convolution inference processing compact efficiently,0
10603,10.1109/ICPR48806.2021.9412147,SpikingNN,2021,distillation performance architectures compression technique classification knowledge computing processing artificial,3
10604,10.1016/j.neucom.2023.126784,SpikingNN,2023,control structure biological neural conditions networks proposed braking connections controller,0
10605,10.1016/j.neucom.2017.12.031,SpikingNN,2018,implementation oscillation dynamics transmitted certain information underlying complexity emergent spatiotemporal,6
10606,10.1016/j.knosys.2023.111024,SpikingNN,2023,activity spiking performance probabilistic mechanism differentiability development hindrance attractive mainly,0
10610,10.1007/s12559-023-10156-1,SpikingNN,2023,,0
10611,10.1109/TNNLS.2019.2947380,SpikingNN,2020,data modeling decoding encoding algorithm proposes compression reconstruction modulation principles,2
10612,10.1016/j.neucom.2014.07.061,SpikingNN,2015,developed reasoning implements control spiking derivation generation stability parameters utilized,4
10613,10.1177/1059712302010003006,SpikingNN,2002,networks activity performance techniques evolutionary spiking synthesized scaling relative asymmetrically,9
10614,10.33180/InfMIDEM2019.401,SpikingNN,2019,proposed implementation digital structural variation detection creates challenges convolutional utilization,2
10615,10.1016/j.neucom.2016.09.044,SpikingNN,2017,spiking applications capability biological significantly existing processing systems testing condition,20
10618,10.1016/j.physa.2015.05.037,SpikingNN,2015,vibrational dependent resonance modulated adaptive connections numerical demonstrate amplitude frequency,0
10619,10.3389/fnins.2014.00424,SpikingNN,2014,,0
10621,10.1007/978-3-319-46681-1_49,SpikingNN,2016,classification recognition biological activation particularly performance networks characteristics especially mapping,1
10622,10.1016/j.rser.2023.113728,SpikingNN,2023,estimation external consumption information degradation mechanism spiking ensuring systems crucial,0
10626,10.3389/fnbot.2019.00018,SpikingNN,2019,usually modulated dependent reaching processing traditional biological networks artificial existing,16
10627,10.1016/j.dsp.2023.104002,SpikingNN,2023,segmentation convolutional convolution existing validation network sensitivity experiments morphological pathological,0
10629,10.1007/s11063-010-9149-6,SpikingNN,2010,networks present neural processing objects critical segmenting process far developed,22
10630,10.1109/MCSE.2010.112,SpikingNN,2010,,24
10631,10.1109/TNB.2019.2896981,SpikingNN,2019,systems learning networks computing distributed parallel models functions introduced variant,23
10633,10.3389/fnins.2022.760298,SpikingNN,2022,spiking regularization structure learning information network computing processing systems efficient,1
10634,10.1162/NECO_a_00396,SpikingNN,2013,learning networks existing successfully multilayer spiking neural limitation artificial different,61
10637,10.1109/TED.2022.3160140,SpikingNN,2022,memristive underlying understanding importance implementation configuration distribution dynamical interpret extrapolation,2
10639,10.1109/ICASSP43922.2022.9746865,SpikingNN,2022,network multimodal based mechanism attention effectively integrate information auditory visual,2
10643,10.1109/BCI51272.2021.9385361,SpikingNN,2021,processing computing generation biologically artificial network complex modeling biological integrate,1
10644,10.1016/j.parco.2013.04.010,SpikingNN,2013,operation architectures relative information neural timing encoded distortion modifying timings,4
10645,10.1097/00001756-199512000-00065,SpikingNN,1995,processing potentials sequences action transformed embedding information remain trains neural,2
